-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.4
-8.0,-8.0,21.5
-7.0,-7.0,21.126840006563818
-6.0,-6.0,20.96696102227668
-5.0,-5.0,20.96407370934327
-4.0,-4.0,21.05948363616433
-3.0,-3.0,21.203869198977657
-2.0,-2.0,21.35415908796874
-1.0,-1.0,21.466496116730788
0.0,0.0,21.5
1.0,1.0,21.43724617620584
2.0,2.0,21.298252227491552
3.0,3.0,21.12619924315738
4.0,4.0,20.966537525681286
5.0,5.0,20.862756092283554
6.0,6.0,20.863182076591276
7.0,7.0,21.024351351764107
8.0,8.0,21.39999999999999
